appendonly,appendfsync,auto-aof-rewrite-percentage,auto-aof-rewrite-min-size,no-appendfsync-on-rewrite,aof-rewrite-incremental-fsync,aof-use-rdb-preamble,save0_0,save0_1,save1_0,save1_1,save2_0,save2_1,rdbcompression,rdbchecksum,rdb-save-incremental-fsync,activedefrag,active-defrag-threshold-lower,active-defrag-threshold-upper,active-defrag-cycle-min,active-defrag-cycle-max,maxmemory,maxmemory-policy,maxmemory-samples,lazyfree-lazy-eviction,lazyfree-lazy-expire,lazyfree-lazy-server-del,hash-max-ziplist-entries,hash-max-ziplist-value,activerehashing,hz,dynamic-hz
yes,everysec,163,127mb,yes,no,yes,,,,,,,,,,,,,,,2800mb,allkeys-lru,6,yes,no,yes,576,82,yes,13,yes
yes,always,199,141mb,yes,yes,no,,,,,,,,,,,,,,,2300mb,allkeys-lru,6,no,yes,yes,259,79,no,29,no
yes,everysec,191,117mb,yes,yes,no,,,,,,,,,,yes,6,98,9,90,2800mb,allkeys-lru,6,no,no,no,430,55,yes,3,no
yes,everysec,75,240mb,yes,no,yes,,,,,,,,,,,,,,,2500mb,volatile-random,3,yes,yes,yes,339,147,yes,36,no
yes,no,163,205mb,yes,no,no,,,,,,,,,,,,,,,2700mb,volatile-lfu,4,yes,no,no,418,51,yes,3,yes
yes,always,126,247mb,no,no,no,,,,,,,,,,,,,,,1700mb,allkeys-lru,6,no,no,yes,489,238,yes,40,yes
yes,always,51,250mb,no,yes,no,,,,,,,,,,yes,19,89,26,84,2700mb,allkeys-lfu,4,no,yes,no,697,209,no,30,no
yes,always,70,132mb,yes,no,no,,,,,,,,,,yes,2,91,11,87,1800mb,volatile-random,3,yes,yes,yes,493,131,yes,20,yes
yes,always,181,209mb,yes,no,no,,,,,,,,,,,,,,,2300mb,volatile-random,3,no,no,no,438,80,yes,32,yes
yes,always,197,145mb,no,no,no,,,,,,,,,,,,,,,1700mb,allkeys-random,6,no,no,no,587,23,yes,39,no
yes,no,135,16mb,yes,no,no,,,,,,,,,,,,,,,1800mb,volatile-lfu,3,yes,no,yes,416,120,yes,32,yes
yes,no,167,111mb,yes,no,yes,,,,,,,,,,,,,,,1400mb,volatile-lfu,5,yes,no,yes,694,32,yes,25,yes
yes,always,154,22mb,yes,yes,yes,,,,,,,,,,,,,,,1700mb,allkeys-lru,5,yes,no,no,268,186,yes,9,yes
yes,always,154,211mb,no,yes,no,,,,,,,,,,,,,,,1700mb,noeviction,4,no,no,no,533,101,no,10,yes
yes,always,128,209mb,no,no,no,,,,,,,,,,,,,,,1000mb,volatile-lru,7,no,no,no,539,90,no,10,yes
yes,everysec,134,82mb,yes,yes,no,,,,,,,,,,yes,4,74,1,78,2900mb,volatile-random,7,no,yes,yes,376,147,yes,21,yes
yes,everysec,120,76mb,yes,yes,yes,,,,,,,,,,yes,27,79,4,78,2000mb,allkeys-random,7,yes,yes,yes,524,152,no,10,yes
yes,everysec,94,36mb,yes,no,no,,,,,,,,,,yes,11,75,2,87,1600mb,allkeys-lfu,5,yes,yes,yes,316,64,no,14,yes
yes,everysec,174,50mb,yes,yes,no,,,,,,,,,,,,,,,2500mb,volatile-ttl,5,yes,no,no,291,107,yes,20,no
yes,everysec,59,103mb,yes,yes,yes,,,,,,,,,,,,,,,1600mb,allkeys-random,7,no,no,yes,747,145,yes,24,no
yes,always,170,189mb,no,yes,no,,,,,,,,,,yes,3,96,19,76,1400mb,allkeys-lfu,4,no,yes,yes,454,189,no,34,no
yes,always,126,164mb,no,yes,yes,,,,,,,,,,,,,,,1400mb,allkeys-lru,5,no,no,yes,608,218,yes,29,yes
yes,always,111,141mb,no,no,no,,,,,,,,,,,,,,,1100mb,volatile-random,7,yes,yes,no,417,221,yes,10,no
yes,no,143,174mb,no,no,no,,,,,,,,,,,,,,,1000mb,volatile-random,7,yes,yes,no,279,234,yes,32,yes
yes,no,78,132mb,no,no,yes,,,,,,,,,,yes,11,71,10,81,1700mb,noeviction,6,yes,yes,yes,428,119,no,39,yes
yes,always,124,57mb,no,no,yes,,,,,,,,,,,,,,,2300mb,volatile-random,6,no,yes,yes,344,159,yes,18,no
yes,no,144,74mb,no,no,yes,,,,,,,,,,yes,19,71,25,85,2100mb,volatile-lru,5,yes,yes,yes,660,87,no,10,no
yes,no,154,199mb,no,no,no,,,,,,,,,,yes,25,98,4,72,1400mb,allkeys-lru,6,no,yes,no,582,52,no,27,no
yes,everysec,62,57mb,no,no,yes,,,,,,,,,,,,,,,1000mb,volatile-ttl,7,yes,yes,no,650,211,no,10,yes
yes,always,101,211mb,no,no,no,,,,,,,,,,,,,,,1800mb,noeviction,5,no,yes,no,388,64,no,1,no
yes,everysec,66,227mb,no,yes,yes,,,,,,,,,,yes,22,86,24,80,1500mb,volatile-lru,4,yes,yes,no,276,66,no,10,no
yes,always,129,174mb,no,no,yes,,,,,,,,,,yes,22,92,3,80,2200mb,allkeys-random,3,no,no,no,364,102,no,40,yes
yes,always,51,59mb,no,no,yes,,,,,,,,,,yes,18,94,16,80,1400mb,volatile-ttl,5,yes,no,no,433,172,yes,29,no
yes,always,131,19mb,no,yes,no,,,,,,,,,,yes,14,80,4,90,2000mb,volatile-lfu,6,no,yes,yes,677,130,yes,7,no
yes,always,102,245mb,yes,no,no,,,,,,,,,,,,,,,2300mb,volatile-lru,3,no,no,no,673,98,no,2,yes
yes,everysec,104,53mb,no,yes,yes,,,,,,,,,,,,,,,2700mb,volatile-random,6,yes,yes,no,299,56,no,22,no
yes,everysec,58,35mb,yes,no,yes,,,,,,,,,,yes,5,99,15,73,1900mb,volatile-lru,4,no,no,yes,364,69,yes,15,yes
yes,no,151,78mb,no,yes,no,,,,,,,,,,,,,,,2900mb,allkeys-random,6,no,yes,yes,671,165,yes,37,no
yes,no,124,52mb,yes,yes,yes,,,,,,,,,,,,,,,2000mb,allkeys-lfu,4,yes,yes,no,528,62,no,6,yes
yes,everysec,156,46mb,yes,yes,yes,,,,,,,,,,yes,10,94,28,83,1100mb,noeviction,5,no,no,yes,367,203,yes,25,no
yes,always,106,184mb,yes,yes,no,,,,,,,,,,,,,,,1000mb,noeviction,4,no,no,yes,514,174,yes,7,no
yes,everysec,151,130mb,no,yes,yes,,,,,,,,,,yes,17,98,13,80,2400mb,allkeys-random,6,no,yes,no,694,238,yes,30,no
yes,everysec,182,223mb,yes,no,yes,,,,,,,,,,yes,14,79,15,86,2500mb,noeviction,7,yes,no,no,709,182,yes,31,yes
yes,always,151,73mb,no,yes,no,,,,,,,,,,yes,20,77,19,70,1100mb,volatile-lru,4,yes,yes,no,649,214,yes,19,no
yes,everysec,140,132mb,yes,yes,no,,,,,,,,,,,,,,,2900mb,allkeys-lru,4,no,yes,no,405,204,no,18,yes
yes,no,123,106mb,no,yes,no,,,,,,,,,,,,,,,2100mb,allkeys-lfu,7,no,no,yes,504,152,no,6,no
yes,always,68,84mb,no,no,yes,,,,,,,,,,,,,,,1900mb,noeviction,4,no,no,no,745,160,yes,10,yes
yes,everysec,53,24mb,no,no,no,,,,,,,,,,,,,,,1100mb,volatile-ttl,4,yes,yes,no,649,186,no,39,yes
yes,no,64,50mb,no,yes,yes,,,,,,,,,,,,,,,1100mb,volatile-ttl,4,no,yes,yes,595,222,yes,2,no
yes,no,130,161mb,no,yes,yes,,,,,,,,,,,,,,,1900mb,volatile-random,6,yes,yes,yes,259,83,no,38,yes
yes,always,71,99mb,yes,yes,no,,,,,,,,,,,,,,,1600mb,volatile-lru,5,yes,no,no,502,194,no,32,yes
yes,everysec,92,125mb,no,no,no,,,,,,,,,,,,,,,1300mb,volatile-lru,7,yes,no,no,523,256,yes,17,yes
yes,no,119,233mb,yes,no,yes,,,,,,,,,,yes,24,94,7,74,1300mb,volatile-lru,4,yes,no,no,444,50,yes,38,yes
yes,everysec,121,174mb,no,yes,no,,,,,,,,,,,,,,,1200mb,volatile-random,7,yes,yes,no,686,26,yes,37,yes
yes,always,69,25mb,yes,yes,yes,,,,,,,,,,,,,,,2900mb,volatile-lru,3,yes,no,yes,611,210,yes,37,no
yes,always,146,119mb,yes,yes,no,,,,,,,,,,,,,,,1600mb,allkeys-random,7,no,yes,no,518,81,yes,37,no
yes,everysec,178,102mb,yes,no,yes,,,,,,,,,,yes,27,84,25,89,2500mb,allkeys-lfu,4,yes,no,no,663,66,yes,6,no
yes,always,92,116mb,no,no,no,,,,,,,,,,yes,17,90,26,73,1000mb,volatile-random,5,no,no,no,599,186,yes,17,yes
yes,no,187,204mb,yes,no,yes,,,,,,,,,,yes,1,79,21,74,1000mb,volatile-lfu,7,no,yes,yes,420,38,no,38,yes
yes,always,150,150mb,yes,yes,yes,,,,,,,,,,,,,,,1500mb,allkeys-random,5,no,no,yes,560,86,yes,36,no
yes,always,91,243mb,no,no,no,,,,,,,,,,,,,,,1900mb,allkeys-lfu,4,yes,no,no,404,74,no,40,no
yes,always,174,43mb,yes,yes,yes,,,,,,,,,,yes,19,70,23,76,1100mb,allkeys-random,3,no,yes,no,640,118,no,40,yes
yes,everysec,107,214mb,no,yes,no,,,,,,,,,,yes,20,88,15,73,2400mb,allkeys-lfu,7,yes,no,yes,278,75,no,24,no
yes,everysec,194,156mb,no,yes,no,,,,,,,,,,,,,,,2000mb,volatile-lfu,4,no,yes,yes,322,28,no,34,no
yes,no,120,163mb,no,no,yes,,,,,,,,,,,,,,,2400mb,noeviction,6,no,no,no,572,123,yes,15,yes
yes,always,157,177mb,no,no,no,,,,,,,,,,,,,,,2600mb,allkeys-lru,3,yes,no,no,452,218,yes,15,no
yes,no,129,153mb,no,yes,yes,,,,,,,,,,yes,30,70,12,78,1600mb,allkeys-lfu,4,yes,no,yes,468,44,no,8,no
yes,everysec,155,70mb,yes,no,no,,,,,,,,,,yes,24,94,12,90,1100mb,allkeys-random,5,no,no,no,638,46,yes,28,yes
yes,no,149,28mb,no,no,no,,,,,,,,,,yes,18,83,21,76,1900mb,noeviction,7,no,yes,no,553,43,yes,39,no
yes,always,191,175mb,no,no,no,,,,,,,,,,,,,,,1600mb,volatile-ttl,6,yes,no,yes,446,37,no,24,yes
yes,no,102,176mb,yes,yes,no,,,,,,,,,,yes,23,95,11,79,1700mb,allkeys-lfu,3,no,yes,no,707,124,yes,12,no
yes,everysec,181,200mb,no,no,yes,,,,,,,,,,,,,,,2100mb,allkeys-lfu,5,yes,yes,yes,297,192,yes,28,yes
yes,always,55,215mb,no,no,yes,,,,,,,,,,yes,29,70,7,81,2900mb,allkeys-lfu,7,no,no,no,541,126,no,20,yes
yes,always,62,169mb,yes,yes,no,,,,,,,,,,,,,,,1600mb,volatile-lfu,6,no,no,no,525,134,no,9,no
yes,always,71,140mb,yes,no,yes,,,,,,,,,,,,,,,2300mb,volatile-lru,3,yes,yes,no,738,42,no,15,no
yes,always,167,226mb,yes,no,yes,,,,,,,,,,,,,,,1600mb,allkeys-lfu,7,yes,yes,no,495,238,no,2,no
yes,everysec,130,98mb,yes,no,yes,,,,,,,,,,yes,2,82,10,77,1100mb,allkeys-random,3,no,yes,yes,462,124,no,6,yes
yes,always,151,74mb,no,no,no,,,,,,,,,,,,,,,1200mb,allkeys-lfu,7,no,no,no,408,138,yes,15,yes
yes,no,80,133mb,yes,no,no,,,,,,,,,,yes,22,92,2,77,2000mb,volatile-lfu,7,yes,no,yes,310,151,no,5,yes
yes,always,142,190mb,no,yes,yes,,,,,,,,,,yes,27,76,12,77,2200mb,allkeys-lru,6,yes,yes,yes,516,67,no,36,yes
yes,always,80,199mb,no,yes,yes,,,,,,,,,,yes,28,95,25,83,2800mb,allkeys-random,4,yes,no,no,707,105,no,14,no
yes,always,139,64mb,no,yes,yes,,,,,,,,,,yes,17,77,27,82,2100mb,volatile-random,4,no,no,yes,594,210,yes,14,yes
yes,always,157,115mb,no,no,no,,,,,,,,,,yes,1,77,6,84,1600mb,allkeys-random,6,yes,no,yes,385,18,no,28,yes
yes,no,183,28mb,yes,yes,no,,,,,,,,,,yes,7,95,24,90,2100mb,allkeys-random,5,no,no,yes,676,231,no,15,yes
yes,everysec,151,23mb,no,no,no,,,,,,,,,,,,,,,1000mb,allkeys-lfu,7,yes,no,no,473,234,no,27,yes
yes,no,70,22mb,yes,no,yes,,,,,,,,,,yes,15,81,19,82,2700mb,allkeys-lfu,6,no,no,yes,525,45,yes,1,yes
yes,everysec,61,247mb,no,no,yes,,,,,,,,,,yes,18,91,1,78,1000mb,noeviction,4,no,yes,yes,366,131,no,25,no
yes,no,137,161mb,yes,yes,no,,,,,,,,,,yes,11,91,13,82,2500mb,volatile-random,5,no,no,no,536,50,yes,14,yes
yes,always,126,126mb,no,yes,yes,,,,,,,,,,,,,,,2500mb,volatile-lru,4,no,no,yes,321,242,no,9,yes
yes,everysec,173,196mb,no,yes,no,,,,,,,,,,yes,24,79,15,70,1900mb,allkeys-random,6,no,yes,no,343,158,yes,28,yes
yes,always,72,118mb,yes,yes,yes,,,,,,,,,,,,,,,2600mb,volatile-lfu,5,yes,no,yes,601,53,yes,39,yes
yes,no,103,210mb,yes,yes,no,,,,,,,,,,yes,25,84,16,74,2900mb,allkeys-lfu,5,no,yes,yes,642,197,no,12,yes
yes,no,163,226mb,yes,yes,no,,,,,,,,,,,,,,,2000mb,allkeys-random,5,yes,no,yes,567,47,no,18,yes
yes,always,119,97mb,yes,yes,yes,,,,,,,,,,yes,4,81,3,88,1200mb,noeviction,5,no,yes,no,424,72,yes,38,yes
yes,everysec,96,94mb,no,yes,no,,,,,,,,,,yes,18,78,24,85,1900mb,noeviction,5,yes,no,no,612,140,no,7,yes
yes,no,95,235mb,no,no,no,,,,,,,,,,,,,,,1700mb,volatile-lru,7,no,yes,yes,338,223,no,37,yes
yes,always,76,68mb,yes,yes,no,,,,,,,,,,,,,,,1600mb,volatile-random,4,yes,no,yes,444,146,yes,27,no
yes,everysec,79,114mb,no,yes,yes,,,,,,,,,,yes,30,77,15,85,1900mb,volatile-ttl,7,no,no,yes,433,200,yes,19,no
yes,everysec,112,171mb,no,no,no,,,,,,,,,,yes,20,74,23,90,1700mb,allkeys-lfu,6,yes,yes,no,520,195,yes,19,yes
yes,no,72,231mb,no,no,no,,,,,,,,,,yes,18,85,29,79,1000mb,noeviction,7,yes,yes,no,424,209,yes,39,no
yes,everysec,81,24mb,no,no,yes,,,,,,,,,,,,,,,1500mb,allkeys-lfu,6,yes,no,no,426,255,no,28,no
yes,no,195,206mb,no,no,yes,,,,,,,,,,,,,,,2700mb,volatile-ttl,3,yes,no,no,524,147,yes,6,no
yes,no,192,81mb,yes,no,no,,,,,,,,,,,,,,,1500mb,allkeys-random,5,no,no,yes,510,154,yes,36,yes
yes,no,154,256mb,no,yes,yes,,,,,,,,,,,,,,,2400mb,noeviction,7,no,yes,no,508,96,no,26,no
yes,always,147,162mb,no,no,yes,,,,,,,,,,yes,1,71,26,90,1800mb,volatile-lfu,3,yes,no,yes,326,242,yes,18,yes
yes,no,91,155mb,no,no,no,,,,,,,,,,,,,,,1000mb,volatile-ttl,4,yes,yes,yes,303,183,yes,29,yes
yes,everysec,150,124mb,yes,yes,no,,,,,,,,,,,,,,,1000mb,allkeys-random,4,no,yes,yes,560,28,yes,27,no
yes,no,195,85mb,no,no,yes,,,,,,,,,,,,,,,1700mb,allkeys-lfu,7,no,no,no,704,241,yes,11,yes
yes,no,87,211mb,no,yes,no,,,,,,,,,,yes,28,80,14,71,1700mb,allkeys-random,5,yes,yes,no,479,254,no,13,no
yes,everysec,93,119mb,yes,no,no,,,,,,,,,,,,,,,1700mb,allkeys-lfu,3,yes,yes,yes,323,99,no,15,yes
yes,no,152,237mb,yes,no,no,,,,,,,,,,,,,,,2000mb,allkeys-lfu,7,no,no,yes,745,121,yes,28,no
yes,always,133,166mb,yes,no,yes,,,,,,,,,,yes,6,82,20,80,1800mb,noeviction,3,no,no,yes,714,147,no,18,no
yes,everysec,167,83mb,yes,yes,no,,,,,,,,,,yes,24,74,11,71,2200mb,allkeys-random,5,no,yes,yes,419,151,yes,14,yes
yes,always,138,192mb,no,no,yes,,,,,,,,,,,,,,,2900mb,allkeys-lru,5,yes,no,yes,742,120,yes,6,no
yes,everysec,187,95mb,no,no,yes,,,,,,,,,,yes,7,75,27,74,2700mb,volatile-random,4,no,no,no,659,166,yes,24,yes
yes,no,138,76mb,no,no,yes,,,,,,,,,,,,,,,2300mb,noeviction,6,no,yes,yes,452,147,yes,40,yes
yes,always,136,246mb,no,no,yes,,,,,,,,,,,,,,,1800mb,allkeys-lru,3,yes,no,yes,587,236,yes,4,no
yes,no,81,105mb,yes,no,no,,,,,,,,,,,,,,,2400mb,noeviction,5,yes,no,yes,368,107,no,35,yes
yes,always,185,36mb,no,no,no,,,,,,,,,,,,,,,1000mb,volatile-ttl,3,yes,no,no,726,90,yes,29,yes
yes,always,54,133mb,no,no,yes,,,,,,,,,,,,,,,2500mb,volatile-random,3,yes,yes,no,321,195,yes,17,no
yes,always,170,203mb,no,no,yes,,,,,,,,,,,,,,,2500mb,volatile-ttl,4,no,yes,yes,344,200,yes,18,no
yes,no,61,166mb,no,no,no,,,,,,,,,,,,,,,2000mb,volatile-ttl,5,no,no,yes,458,154,no,18,yes
yes,always,99,197mb,yes,no,yes,,,,,,,,,,,,,,,1300mb,allkeys-random,6,yes,yes,yes,367,218,no,16,no
yes,everysec,108,77mb,yes,yes,no,,,,,,,,,,yes,26,92,1,72,2400mb,volatile-lru,4,yes,no,no,460,233,no,3,yes
yes,everysec,114,80mb,yes,no,no,,,,,,,,,,,,,,,1400mb,allkeys-lfu,6,yes,yes,yes,408,151,yes,29,yes
yes,no,84,87mb,no,yes,no,,,,,,,,,,,,,,,2400mb,volatile-lru,7,no,yes,no,684,248,no,7,no
yes,always,127,161mb,no,yes,yes,,,,,,,,,,,,,,,1200mb,allkeys-random,4,no,yes,no,436,54,no,38,no
yes,always,149,225mb,no,yes,yes,,,,,,,,,,yes,14,79,4,75,1600mb,allkeys-lfu,4,no,no,yes,276,159,yes,31,yes
yes,always,120,130mb,no,no,yes,,,,,,,,,,yes,18,99,2,71,1500mb,volatile-random,6,no,yes,yes,573,119,yes,10,no
yes,always,130,34mb,no,no,no,,,,,,,,,,yes,15,81,29,78,2400mb,allkeys-lru,6,yes,no,yes,441,244,no,23,yes
yes,no,55,68mb,yes,no,no,,,,,,,,,,,,,,,1400mb,allkeys-random,3,no,no,yes,397,62,no,29,yes
yes,everysec,198,251mb,no,yes,no,,,,,,,,,,,,,,,1200mb,allkeys-lfu,7,no,yes,no,262,223,no,15,yes
yes,no,164,40mb,yes,no,yes,,,,,,,,,,,,,,,2700mb,volatile-lfu,5,yes,yes,no,556,154,yes,1,yes
yes,everysec,123,241mb,yes,no,yes,,,,,,,,,,yes,29,100,22,72,1900mb,allkeys-random,6,no,yes,yes,591,62,yes,14,no
yes,no,106,235mb,no,yes,yes,,,,,,,,,,,,,,,2700mb,volatile-random,6,yes,yes,yes,418,255,yes,22,no
yes,everysec,57,45mb,no,no,yes,,,,,,,,,,yes,5,75,8,81,1800mb,allkeys-lfu,4,no,yes,yes,273,156,yes,3,yes
yes,everysec,114,76mb,no,no,yes,,,,,,,,,,,,,,,1000mb,volatile-lfu,3,no,yes,yes,616,106,no,6,no
yes,always,192,216mb,no,yes,yes,,,,,,,,,,yes,7,90,22,71,1700mb,noeviction,7,yes,yes,no,304,162,no,15,yes
yes,always,161,150mb,yes,yes,yes,,,,,,,,,,yes,26,89,17,80,2900mb,allkeys-lfu,5,yes,no,yes,394,156,yes,30,no
yes,no,152,214mb,no,yes,yes,,,,,,,,,,yes,20,85,12,80,1000mb,volatile-lfu,6,no,no,yes,606,64,yes,5,yes
yes,everysec,168,97mb,yes,yes,yes,,,,,,,,,,yes,6,95,11,84,2200mb,volatile-ttl,5,no,yes,yes,262,32,yes,15,no
yes,always,79,77mb,yes,no,no,,,,,,,,,,yes,21,91,19,76,2500mb,volatile-random,7,yes,yes,no,746,193,no,39,no
yes,always,162,246mb,no,no,yes,,,,,,,,,,yes,4,90,28,79,1500mb,volatile-lru,3,yes,no,yes,705,252,yes,2,no
yes,everysec,128,146mb,yes,yes,yes,,,,,,,,,,yes,21,91,1,79,1800mb,volatile-random,6,no,yes,yes,415,231,yes,4,no
yes,no,58,164mb,yes,no,yes,,,,,,,,,,yes,11,70,8,89,1700mb,volatile-lru,6,yes,no,no,274,182,no,37,yes
yes,no,88,208mb,no,yes,no,,,,,,,,,,,,,,,2100mb,volatile-lfu,3,yes,no,yes,477,225,no,26,yes
yes,everysec,88,159mb,yes,no,no,,,,,,,,,,yes,24,95,25,70,2600mb,allkeys-lfu,3,yes,yes,no,533,235,no,40,yes
yes,always,154,136mb,no,no,yes,,,,,,,,,,,,,,,1700mb,allkeys-lfu,3,yes,no,no,480,132,yes,35,no
yes,always,195,133mb,yes,yes,yes,,,,,,,,,,yes,1,79,20,89,1200mb,allkeys-lru,5,yes,yes,yes,543,17,no,12,no
yes,always,122,29mb,no,no,no,,,,,,,,,,yes,20,99,20,75,2000mb,allkeys-lfu,5,yes,yes,yes,432,182,no,35,yes
yes,always,161,138mb,no,no,yes,,,,,,,,,,yes,14,71,11,86,1100mb,volatile-ttl,7,no,yes,no,457,154,yes,22,yes
yes,always,193,17mb,yes,no,no,,,,,,,,,,,,,,,1400mb,volatile-lfu,4,no,no,yes,643,190,no,17,yes
yes,no,192,60mb,yes,no,yes,,,,,,,,,,yes,11,98,12,84,1000mb,noeviction,4,no,yes,yes,643,61,no,14,yes
yes,always,200,35mb,yes,yes,no,,,,,,,,,,yes,20,97,18,82,1000mb,allkeys-random,3,yes,no,no,395,188,no,35,yes
yes,no,113,170mb,yes,yes,no,,,,,,,,,,,,,,,1500mb,noeviction,4,no,yes,yes,696,45,yes,24,yes
yes,everysec,58,161mb,no,yes,no,,,,,,,,,,yes,24,73,14,74,2400mb,volatile-random,5,yes,yes,yes,736,138,yes,1,no
yes,everysec,180,184mb,yes,no,no,,,,,,,,,,,,,,,1300mb,allkeys-lfu,7,no,no,no,353,170,no,19,yes
yes,always,84,42mb,no,yes,no,,,,,,,,,,yes,12,98,18,82,2800mb,volatile-random,6,yes,no,no,725,156,no,23,no
yes,always,64,232mb,no,yes,yes,,,,,,,,,,yes,3,76,25,84,2100mb,noeviction,6,no,yes,yes,544,106,no,18,yes
yes,everysec,163,38mb,yes,no,no,,,,,,,,,,yes,3,70,10,76,1800mb,allkeys-random,7,yes,yes,yes,563,48,yes,14,no
yes,always,57,189mb,yes,yes,no,,,,,,,,,,yes,19,92,11,73,2600mb,allkeys-random,4,yes,yes,yes,529,77,yes,32,yes
yes,always,199,85mb,yes,yes,yes,,,,,,,,,,,,,,,2600mb,allkeys-lfu,7,no,no,no,526,122,no,34,no
yes,everysec,195,177mb,no,no,no,,,,,,,,,,,,,,,2200mb,allkeys-lru,7,yes,yes,yes,719,173,no,40,yes
yes,no,175,125mb,no,no,no,,,,,,,,,,,,,,,1100mb,volatile-lfu,6,no,yes,yes,722,237,no,35,yes
yes,always,129,71mb,no,no,no,,,,,,,,,,yes,13,76,12,80,1000mb,allkeys-lru,4,yes,no,no,256,119,no,36,yes
yes,always,155,48mb,no,yes,no,,,,,,,,,,yes,29,78,25,77,2600mb,volatile-random,3,no,yes,no,582,97,no,17,no
yes,everysec,180,249mb,yes,no,no,,,,,,,,,,yes,13,70,30,81,1700mb,allkeys-lru,6,no,no,yes,535,119,yes,10,no
yes,no,71,231mb,yes,yes,yes,,,,,,,,,,,,,,,1100mb,volatile-lfu,4,yes,no,no,261,140,no,11,no
yes,everysec,146,60mb,yes,yes,yes,,,,,,,,,,yes,24,77,27,70,1500mb,volatile-lru,6,no,no,no,688,152,yes,12,no
yes,everysec,134,36mb,yes,yes,no,,,,,,,,,,,,,,,1900mb,volatile-ttl,3,yes,yes,yes,303,256,no,35,yes
yes,no,73,178mb,yes,no,yes,,,,,,,,,,yes,19,70,26,84,2700mb,allkeys-lfu,7,no,yes,no,341,60,yes,32,yes
yes,everysec,62,192mb,yes,no,yes,,,,,,,,,,yes,14,84,3,87,2300mb,volatile-lru,6,yes,yes,yes,456,211,no,32,yes
yes,always,130,172mb,yes,no,no,,,,,,,,,,,,,,,1500mb,allkeys-random,6,no,yes,yes,746,194,yes,6,yes
yes,no,118,161mb,yes,yes,no,,,,,,,,,,yes,10,81,22,81,2000mb,noeviction,6,no,no,yes,319,163,no,25,no
yes,always,103,25mb,no,yes,yes,,,,,,,,,,,,,,,1200mb,allkeys-lfu,7,no,yes,yes,732,30,no,15,yes
yes,everysec,147,239mb,yes,yes,no,,,,,,,,,,,,,,,2400mb,volatile-lru,7,yes,no,no,448,228,yes,26,no
yes,no,150,40mb,yes,no,no,,,,,,,,,,,,,,,1700mb,volatile-lru,6,yes,no,yes,668,56,no,12,yes
yes,everysec,182,47mb,yes,no,yes,,,,,,,,,,yes,30,82,6,85,2600mb,volatile-random,4,no,no,no,462,123,yes,36,no
yes,always,158,81mb,no,yes,no,,,,,,,,,,,,,,,2000mb,noeviction,3,no,no,yes,280,73,no,8,yes
yes,everysec,89,155mb,no,no,no,,,,,,,,,,yes,17,78,2,76,2700mb,allkeys-lfu,3,yes,yes,no,505,99,no,2,no
yes,always,97,229mb,yes,no,no,,,,,,,,,,,,,,,1000mb,volatile-random,3,yes,yes,no,741,238,yes,31,no
yes,no,129,182mb,yes,no,yes,,,,,,,,,,yes,26,81,18,79,2700mb,allkeys-lru,6,yes,yes,no,743,177,yes,35,no
yes,always,159,135mb,yes,no,no,,,,,,,,,,,,,,,2100mb,allkeys-random,4,no,no,no,524,54,yes,35,yes
yes,always,67,102mb,no,no,yes,,,,,,,,,,,,,,,1900mb,noeviction,3,yes,no,yes,681,128,yes,16,no
yes,everysec,138,230mb,yes,no,no,,,,,,,,,,yes,1,86,18,79,2300mb,noeviction,5,yes,no,no,407,207,no,4,yes
yes,everysec,102,133mb,no,yes,no,,,,,,,,,,,,,,,2700mb,volatile-lfu,3,yes,yes,yes,268,99,no,10,yes
yes,everysec,164,149mb,yes,yes,yes,,,,,,,,,,,,,,,1600mb,volatile-ttl,7,no,yes,yes,581,41,yes,12,yes
yes,everysec,80,42mb,no,no,yes,,,,,,,,,,,,,,,2600mb,allkeys-random,4,yes,no,yes,437,143,yes,30,yes
yes,always,183,255mb,yes,no,yes,,,,,,,,,,,,,,,1200mb,noeviction,4,no,yes,yes,645,187,yes,32,yes
yes,no,60,95mb,no,yes,yes,,,,,,,,,,,,,,,1300mb,volatile-lru,7,no,yes,yes,529,51,no,31,yes
yes,always,82,237mb,yes,no,yes,,,,,,,,,,,,,,,1200mb,volatile-random,7,no,yes,no,679,17,yes,10,no
yes,everysec,74,107mb,yes,no,yes,,,,,,,,,,yes,23,100,19,87,2100mb,volatile-ttl,3,yes,yes,yes,616,113,yes,5,yes
yes,no,180,220mb,no,no,no,,,,,,,,,,yes,16,72,20,82,2100mb,volatile-lfu,6,yes,no,yes,385,231,yes,2,yes
yes,always,163,130mb,no,yes,yes,,,,,,,,,,yes,15,86,9,78,2300mb,volatile-lru,6,no,yes,no,656,198,yes,30,no
yes,no,97,30mb,no,no,yes,,,,,,,,,,yes,13,93,25,77,2400mb,volatile-lfu,7,no,no,yes,599,215,no,13,yes
yes,no,157,24mb,yes,no,yes,,,,,,,,,,yes,18,72,25,80,1100mb,volatile-ttl,3,yes,yes,no,433,171,no,22,yes
yes,everysec,137,65mb,yes,yes,yes,,,,,,,,,,yes,17,86,7,90,1200mb,allkeys-random,4,no,no,yes,300,176,yes,17,yes
yes,always,103,33mb,no,yes,yes,,,,,,,,,,yes,8,99,24,70,1000mb,volatile-random,3,yes,no,no,314,77,yes,27,yes
yes,everysec,197,130mb,yes,no,no,,,,,,,,,,yes,30,79,28,87,2900mb,volatile-ttl,7,no,yes,no,263,50,no,13,no
